Player,Squad,Pos,Age,Min,90s,Gls,Ast,TklW,Gls_per90,Ast_per90,xG_per90,npxG_per90,xAG_per90,KP_per90,PrgP_per90,Succ_per90,PrgC_per90,TklW_per90,Int_per90,SCA_per90,GCA_per90,SoT%,Cmp%
Oscar Ureña,Girona,MF,19,100,1.1,0,0,2,0.0,0.0,0.18181818181818182,0.18181818181818182,0.0,0.0,0.9090909090909091,3.6363636363636362,0.9090909090909091,1.8181818181818181,0.9090909090909091,1.8181818181818181,0.0,100.0,68.2
Ousmane Dembélé,Barcelona,FW,25,141,15.7,5,7,12,0.3184713375796179,0.445859872611465,0.2484076433121019,0.2484076433121019,0.3121019108280255,2.6114649681528666,4.713375796178344,3.3121019108280256,7.898089171974522,0.7643312101910829,0.0,5.477707006369427,0.7643312101910829,32.7,75.2
Pablo Barrios,Atlético Madrid,MF,19,724,8.0,0,1,10,0.0,0.125,0.0625,0.0625,0.0875,0.5,6.375,1.875,2.0,1.25,1.125,2.5,0.25,25.0,81.8
Pablo Durán,Celta Vigo,"MF,DF",21,36,0.4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,0.0,66.7
Pablo Ibáñez,Osasuna,MF,23,1064,11.8,0,1,13,0.0,0.0847457627118644,0.11016949152542373,0.11016949152542373,0.06779661016949153,0.9322033898305084,5.0,0.6779661016949152,1.271186440677966,1.1016949152542372,0.6779661016949152,1.6101694915254237,0.1694915254237288,30.0,72.5
Pablo Maffeo,Mallorca,DF,25,2975,33.1,2,4,46,0.060422960725075525,0.12084592145015105,0.054380664652567974,0.054380664652567974,0.09063444108761329,1.0271903323262839,1.8429003021148036,1.0574018126888216,2.02416918429003,1.3897280966767371,0.7854984894259819,1.8731117824773413,0.18126888217522658,19.0,67.1
Pablo Marín,Real Sociedad,"MF,FW",19,360,4.0,0,0,5,0.0,0.0,0.3,0.3,0.2,1.5,3.75,1.25,2.25,1.25,1.0,2.75,0.0,44.4,76.2
Pablo Muñoz,Rayo Vallecano,MF,18,12,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
Pablo Torre,Barcelona,"FW,MF",19,144,1.6,0,0,1,0.0,0.0,0.0,0.0,0.3125,2.5,6.875,1.875,2.5,0.625,1.25,5.0,0.625,0.0,78.6
Pape Cheikh Diop,Elche,MF,24,37,0.4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,2.5,0.0,0.0,73.7
Pape Gueye,Sevilla,MF,23,1171,13.0,1,3,22,0.07692307692307693,0.23076923076923078,0.1,0.1,0.0923076923076923,0.7692307692307693,4.538461538461538,1.0769230769230769,0.6923076923076923,1.6923076923076923,1.6923076923076923,2.3846153846153846,0.46153846153846156,25.0,80.8
Papu Gómez,Sevilla,"FW,MF",34,1065,11.8,1,1,4,0.0847457627118644,0.0847457627118644,0.11864406779661016,0.11864406779661016,0.14406779661016947,1.1864406779661016,6.949152542372881,1.271186440677966,2.8813559322033897,0.3389830508474576,0.3389830508474576,3.8983050847457625,0.2542372881355932,31.8,84.1
Pascu,Villarreal,"DF,FW",19,10,0.1,1,0,0,10.0,0.0,1.0,1.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,10.0,10.0,100.0,62.5
Pathé Ciss,Rayo Vallecano,"MF,DF",28,1282,14.2,1,0,29,0.07042253521126761,0.0,0.18309859154929578,0.18309859154929578,0.02112676056338028,0.4225352112676057,4.577464788732395,0.35211267605633806,0.7042253521126761,2.0422535211267605,1.5492957746478875,1.4788732394366197,0.0,25.0,82.1
Pau Torres,Villarreal,DF,25,3054,33.9,1,0,25,0.029498525073746312,0.0,0.07079646017699115,0.07079646017699115,0.029498525073746312,0.41297935103244837,5.811209439528024,0.7669616519174042,2.24188790560472,0.7374631268436579,0.3834808259587021,1.2094395280235988,0.029498525073746312,41.7,85.1
Paul Akouokou,Betis,"MF,DF",24,447,5.0,0,0,9,0.0,0.0,0.04,0.04,0.0,0.0,2.0,0.6,0.2,1.8,2.4,0.4,0.0,33.3,92.0
Paulo Gazzaniga,Girona,GK,30,252,28.0,0,0,0,0.0,0.0,0.0,0.0,0.0071428571428571435,0.03571428571428571,0.0,0.03571428571428571,0.0,0.0,0.03571428571428571,0.07142857142857142,0.0,0.0,73.2
Pedri,Barcelona,MF,19,1976,22.0,6,1,22,0.2727272727272727,0.045454545454545456,0.22272727272727275,0.22272727272727275,0.22727272727272727,1.9090909090909092,8.363636363636363,1.6363636363636365,3.0454545454545454,1.0,0.5909090909090909,3.9545454545454546,0.5,40.9,86.3
Pedro Bigas,Elche,DF,31,202,22.4,0,0,20,0.0,0.0,0.08035714285714286,0.08035714285714286,0.0,0.0,3.7053571428571432,0.22321428571428573,0.8482142857142858,0.8928571428571429,1.4732142857142858,0.625,0.13392857142857142,36.4,80.1
Pedro Ortiz,Sevilla,MF,21,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
Pep Chavarría,Rayo Vallecano,"FW,MF",24,366,4.1,0,2,4,0.0,0.48780487804878053,0.02439024390243903,0.02439024390243903,0.17073170731707318,2.682926829268293,4.634146341463415,1.707317073170732,3.1707317073170733,0.9756097560975611,0.48780487804878053,4.634146341463415,0.48780487804878053,0.0,70.8
Pepe Reina,Villarreal,GK,39,198,22.0,0,0,0,0.0,0.0,0.0,0.0,0.031818181818181815,0.045454545454545456,0.0,0.045454545454545456,0.0,0.0,0.045454545454545456,0.0,0.0,0.0,80.1
Pere Milla,Elche,"FW,MF",29,1843,20.5,6,1,20,0.2926829268292683,0.04878048780487805,0.2634146341463415,0.14634146341463414,0.058536585365853655,0.6829268292682927,3.1707317073170733,0.8292682926829268,1.1219512195121952,0.975609756097561,0.43902439024390244,2.097560975609756,0.14634146341463414,21.2,70.1
Pierre-Emerick Aubameyang,Barcelona,FW,33,9,0.1,0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,100.0
Pol Lirola,Elche,DF,24,628,7.0,1,0,6,0.14285714285714285,0.0,0.028571428571428574,0.028571428571428574,0.09999999999999999,0.8571428571428571,2.7142857142857144,1.0,3.0,0.8571428571428571,1.0,2.7142857142857144,0.0,100.0,73.8
Pol Lozano,Espanyol,MF,22,17,0.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5
Portu,Getafe,"MF,DF",30,177,19.7,0,3,21,0.0,0.15228426395939088,0.08629441624365482,0.08629441624365482,0.09644670050761421,1.3705583756345179,2.030456852791878,0.6598984771573604,2.1319796954314723,1.0659898477157361,0.8629441624365483,2.690355329949239,0.15228426395939088,33.3,67.4
Predrag Rajković,Mallorca,GK,26,324,36.0,0,0,0,0.0,0.0,0.0,0.0,0.013888888888888888,0.1111111111111111,0.08333333333333333,0.1388888888888889,0.0,0.0,0.0,0.3055555555555556,0.05555555555555555,0.0,59.3
Radamel Falcao,Rayo Vallecano,"FW,MF",36,616,6.8,2,0,4,0.29411764705882354,0.0,0.4264705882352941,0.3088235294117647,0.014705882352941178,0.4411764705882353,2.058823529411765,0.29411764705882354,0.29411764705882354,0.5882352941176471,0.29411764705882354,1.4705882352941178,0.0,20.0,73.7
Rafa Mir,Sevilla,FW,25,1298,14.4,6,0,2,0.41666666666666663,0.0,0.513888888888889,0.513888888888889,0.06944444444444445,0.625,0.7638888888888888,0.0,0.8333333333333333,0.1388888888888889,0.2777777777777778,1.3194444444444444,0.0,30.0,67.2
Ramón Terrats,Villarreal,MF,21,816,9.1,1,1,10,0.10989010989010989,0.10989010989010989,0.09890109890109891,0.09890109890109891,0.16483516483516483,1.098901098901099,4.945054945054945,1.6483516483516485,2.307692307692308,1.098901098901099,0.8791208791208791,2.197802197802198,0.10989010989010989,40.0,83.8
Randy Nteka,Elche,"FW,MF",24,726,8.1,0,0,10,0.0,0.0,0.16049382716049385,0.16049382716049385,0.11111111111111112,0.7407407407407408,1.6049382716049383,1.4814814814814816,1.6049382716049383,1.234567901234568,0.4938271604938272,1.9753086419753088,0.1234567901234568,28.6,69.0
Raphinha,Barcelona,FW,25,2072,23.0,7,7,19,0.30434782608695654,0.30434782608695654,0.4043478260869566,0.4043478260869566,0.42608695652173917,2.4782608695652173,4.521739130434782,1.9565217391304348,4.217391304347826,0.8260869565217391,0.6086956521739131,5.086956521739131,0.6521739130434783,31.6,72.3
Raúl Albiol,Villarreal,DF,36,2119,23.5,0,0,17,0.0,0.0,0.00425531914893617,0.00425531914893617,0.0,0.0851063829787234,4.25531914893617,0.1702127659574468,0.5106382978723404,0.723404255319149,0.5957446808510638,0.5106382978723404,0.0,50.0,88.5
Raúl García,Athletic Club,"FW,MF",36,967,10.7,2,3,8,0.1869158878504673,0.28037383177570097,0.485981308411215,0.485981308411215,0.10280373831775702,0.7476635514018692,3.551401869158879,0.5607476635514019,1.1214953271028039,0.7476635514018692,0.5607476635514019,3.0841121495327104,0.6542056074766356,26.9,62.6
Raúl Guti,Elche,MF,25,1117,12.4,0,0,12,0.0,0.0,0.12903225806451613,0.12903225806451613,0.008064516129032258,0.16129032258064516,2.5806451612903225,0.4032258064516129,0.3225806451612903,0.9677419354838709,0.6451612903225806,1.2903225806451613,0.16129032258064516,40.0,80.0
Raúl Parra,Cádiz,DF,22,310,3.4,0,0,2,0.0,0.0,0.0,0.0,0.0,0.29411764705882354,2.058823529411765,0.0,0.0,0.5882352941176471,0.29411764705882354,0.5882352941176471,0.0,0.0,64.9
Raúl de Tomás,Rayo Vallecano,FW,27,805,8.9,4,0,2,0.449438202247191,0.0,0.5730337078651685,0.3932584269662921,0.056179775280898875,1.0112359550561798,2.0224719101123596,1.9101123595505618,1.4606741573033708,0.2247191011235955,0.0,2.2471910112359548,0.0,34.1,73.5
Reinier,Girona,"MF,FW",20,647,7.2,2,1,10,0.2777777777777778,0.1388888888888889,0.20833333333333331,0.20833333333333331,0.08333333333333333,0.9722222222222222,3.4722222222222223,1.25,1.8055555555555556,1.3888888888888888,0.6944444444444444,2.638888888888889,0.2777777777777778,40.0,79.8
Reinildo Mandava,Atlético Madrid,DF,28,1857,20.6,0,0,43,0.0,0.0,0.019417475728155338,0.019417475728155338,0.024271844660194174,0.4368932038834951,3.3980582524271843,0.2912621359223301,1.3592233009708736,2.087378640776699,1.4563106796116503,1.116504854368932,0.04854368932038835,0.0,86.0
Renato Tapia,Celta Vigo,"MF,DF",27,1451,16.1,0,0,25,0.0,0.0,0.06211180124223602,0.06211180124223602,0.06832298136645963,0.5590062111801242,4.22360248447205,0.6832298136645962,0.7453416149068323,1.5527950310559004,1.1801242236024843,1.4906832298136645,0.0,20.0,84.7
Ricard Artero,Girona,"MF,FW",19,133,1.5,0,0,3,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,2.0,2.0,2.6666666666666665,2.0,0.6666666666666666,0.6666666666666666,0.0,25.0,78.7
Robert Lewandowski,Barcelona,FW,33,2847,31.6,23,7,11,0.7278481012658228,0.22151898734177214,0.7689873417721519,0.7436708860759493,0.19936708860759492,1.1075949367088607,3.1645569620253164,0.9493670886075949,1.6139240506329113,0.3481012658227848,0.06329113924050632,2.8797468354430378,0.5063291139240506,41.8,75.9
Roberto Arroyo,Valladolid,MF,18,15,0.2,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0
Roberto González,Betis,"FW,MF",21,54,0.6,0,0,0,0.0,0.0,0.0,0.0,0.5,5.0,3.3333333333333335,0.0,1.6666666666666667,0.0,1.6666666666666667,8.333333333333334,0.0,0.0,86.2
Roberto Navarro,Real Sociedad,"MF,FW",20,351,3.9,0,0,4,0.0,0.0,0.25641025641025644,0.25641025641025644,0.3076923076923077,3.076923076923077,3.3333333333333335,1.794871794871795,4.3589743589743595,1.0256410256410258,0.5128205128205129,4.871794871794872,0.0,41.7,71.7
Roberto Torres,Osasuna,"FW,MF",33,11,0.1,0,0,0,0.0,0.0,0.0,0.0,2.9999999999999996,20.0,0.0,10.0,20.0,0.0,0.0,20.0,0.0,0.0,92.3
Robin Le Normand,Real Sociedad,DF,25,2796,31.1,0,0,23,0.0,0.0,0.03215434083601286,0.03215434083601286,0.003215434083601286,0.09646302250803858,3.922829581993569,0.06430868167202572,0.8360128617363344,0.7395498392282958,1.0610932475884245,0.4823151125401929,0.03215434083601286,16.7,88.1
Rodri,Betis,"FW,MF",22,1601,17.8,2,3,11,0.11235955056179775,0.16853932584269662,0.07865168539325842,0.07865168539325842,0.12359550561797754,1.2359550561797752,5.730337078651685,1.6292134831460674,3.202247191011236,0.6179775280898876,0.7303370786516854,3.258426966292135,0.449438202247191,40.0,85.3
Rodrigo Battaglia,Mallorca,MF,31,686,7.6,0,0,5,0.0,0.0,0.026315789473684213,0.026315789473684213,0.0,0.13157894736842105,2.5,0.0,0.39473684210526316,0.6578947368421053,0.6578947368421053,0.5263157894736842,0.0,0.0,79.7
Rodrigo De Paul,Atlético Madrid,MF,28,1923,21.4,2,7,21,0.09345794392523366,0.3271028037383178,0.07476635514018692,0.07476635514018692,0.25700934579439255,2.2429906542056077,8.504672897196262,0.7476635514018692,2.5700934579439254,0.9813084112149534,0.3738317757009346,4.112149532710281,0.5140186915887851,23.8,81.6
Rodrigo Ely,Almería,DF,28,3155,35.1,0,1,21,0.0,0.02849002849002849,0.02849002849002849,0.02849002849002849,0.022792022792022793,0.17094017094017094,1.4814814814814814,0.14245014245014245,0.17094017094017094,0.5982905982905983,0.8831908831908831,0.5982905982905983,0.05698005698005698,5.3,81.2
Rodrigo Riquelme,Girona,"MF,FW",22,2179,24.2,4,4,8,0.1652892561983471,0.1652892561983471,0.1652892561983471,0.1652892561983471,0.1528925619834711,1.3636363636363638,3.512396694214876,2.355371900826446,4.793388429752066,0.3305785123966942,0.4545454545454546,2.8512396694214877,0.37190082644628103,39.3,69.5
Rodrygo,Real Madrid,"FW,MF",21,2379,26.4,9,8,10,0.34090909090909094,0.30303030303030304,0.5189393939393939,0.4886363636363637,0.26515151515151514,1.7803030303030305,3.0681818181818183,3.0681818181818183,5.53030303030303,0.3787878787878788,0.30303030303030304,5.037878787878788,0.7954545454545455,32.0,87.4
Roger Martí,Elche,FW,31,655,7.3,0,1,2,0.0,0.136986301369863,0.0821917808219178,0.0821917808219178,0.0958904109589041,1.36986301369863,0.9589041095890412,0.4109589041095891,1.095890410958904,0.273972602739726,0.136986301369863,1.7808219178082192,0.136986301369863,33.3,73.8
Roger Martínez,Espanyol,DF,18,7,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,100.0
Ronald Araújo,Barcelona,DF,23,18,20.0,0,2,18,0.0,0.1,0.10500000000000001,0.10500000000000001,0.04,0.3,3.95,0.5,1.45,0.9,0.6,0.9,0.3,5.6,88.5
Ronaël Pierre-Gabriel,Espanyol,DF,24,236,2.6,1,0,9,0.3846153846153846,0.0,0.07692307692307693,0.07692307692307693,0.11538461538461538,0.7692307692307692,2.692307692307692,1.5384615384615383,2.692307692307692,3.4615384615384612,3.4615384615384612,1.5384615384615383,0.0,50.0,74.0
Roque Mesa,Valladolid,MF,33,1617,18.0,2,1,15,0.1111111111111111,0.05555555555555555,0.07777777777777778,0.07777777777777778,0.05555555555555555,1.0,6.444444444444445,0.8333333333333334,1.6111111111111112,0.8333333333333334,0.7222222222222222,2.2222222222222223,0.05555555555555555,38.5,82.0
Rubén,Espanyol,"DF,MF",21,888,9.9,0,2,15,0.0,0.20202020202020202,0.050505050505050504,0.050505050505050504,0.15151515151515152,0.7070707070707071,1.4141414141414141,1.2121212121212122,3.4343434343434343,1.5151515151515151,1.8181818181818181,1.9191919191919191,0.40404040404040403,0.0,68.4
Rubén Alcaraz,Cádiz,MF,31,2043,22.7,3,0,31,0.13215859030837004,0.0,0.1762114537444934,0.07048458149779736,0.05726872246696035,0.881057268722467,4.6255506607929515,0.5286343612334802,1.3215859030837005,1.3656387665198237,0.8370044052863437,2.0704845814977975,0.0881057268722467,12.9,79.1
Rubén García,Osasuna,"FW,MF",29,1159,12.9,2,2,11,0.15503875968992248,0.15503875968992248,0.13953488372093023,0.13953488372093023,0.15503875968992248,1.937984496124031,3.1007751937984493,0.46511627906976744,1.2403100775193798,0.8527131782945736,0.9302325581395349,4.186046511627906,0.31007751937984496,20.0,72.5
Rubén Peña,Osasuna,"DF,MF",31,1277,14.2,0,1,18,0.0,0.07042253521126761,0.08450704225352113,0.08450704225352113,0.07042253521126761,0.7042253521126761,4.295774647887324,1.3380281690140845,2.2535211267605635,1.267605633802817,1.1971830985915493,1.4788732394366197,0.21126760563380284,16.7,69.7
Rubén Quintanilla,Mallorca,DF,20,4,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
Rubén Sobrino,Cádiz,"MF,FW",30,2465,27.4,3,2,37,0.10948905109489052,0.07299270072992702,0.1788321167883212,0.1788321167883212,0.08394160583941605,0.8759124087591241,1.6788321167883213,1.0583941605839418,1.6423357664233578,1.3503649635036497,0.8759124087591241,1.9343065693430659,0.18248175182481752,36.4,71.8
Rui Silva,Betis,GK,28,234,26.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038461538461538464,0.0,0.038461538461538464,0.0,0.038461538461538464,0.0,0.0,66.9
Salvi,Rayo Vallecano,"FW,MF",31,490,5.4,0,0,8,0.0,0.0,0.14814814814814814,0.14814814814814814,0.12962962962962962,1.2962962962962963,2.4074074074074074,0.5555555555555555,5.0,1.4814814814814814,0.37037037037037035,3.518518518518518,0.18518518518518517,33.3,57.2
Samu Castillejo,Valencia,"FW,MF",27,1362,15.1,4,0,12,0.26490066225165565,0.0,0.19205298013245034,0.19205298013245034,0.19867549668874174,1.9867549668874174,5.033112582781457,1.5231788079470199,3.576158940397351,0.794701986754967,0.5960264900662252,4.172185430463577,0.06622516556291391,27.0,76.2
Samu Costa,Almería,MF,21,1989,22.1,1,2,31,0.04524886877828054,0.09049773755656108,0.07692307692307691,0.07692307692307691,0.04524886877828054,0.588235294117647,4.117647058823529,0.4072398190045249,0.4072398190045249,1.4027149321266967,1.67420814479638,2.1266968325791855,0.13574660633484162,35.0,78.8
Samuel Chukwueze,Villarreal,"FW,MF",23,2339,26.0,6,5,7,0.23076923076923078,0.19230769230769232,0.25,0.25,0.16538461538461538,1.6923076923076923,3.269230769230769,3.3076923076923075,5.115384615384615,0.2692307692307692,0.46153846153846156,4.230769230769231,0.5769230769230769,28.3,76.8
Samuel Lino,Valencia,"FW,MF",22,2887,32.1,6,1,43,0.18691588785046728,0.03115264797507788,0.24299065420560745,0.2398753894080997,0.06542056074766354,0.8411214953271028,2.8971962616822426,1.6510903426791277,4.485981308411215,1.3395638629283488,0.5607476635514018,3.08411214953271,0.43613707165109034,34.4,75.5
Samuel Sáiz,Girona,MF,31,240,2.7,2,0,2,0.7407407407407407,0.0,0.6296296296296295,0.037037037037037035,0.07407407407407407,1.111111111111111,6.296296296296296,1.4814814814814814,1.8518518518518516,0.7407407407407407,0.0,2.222222222222222,0.0,50.0,75.3
Santi Comesaña,Rayo Vallecano,MF,25,2451,27.2,3,2,44,0.11029411764705882,0.07352941176470588,0.09191176470588236,0.09191176470588236,0.08088235294117647,1.5073529411764706,5.514705882352941,1.286764705882353,1.4705882352941178,1.6176470588235294,1.1764705882352942,3.198529411764706,0.18382352941176472,28.0,82.6
Santiago Arzamendia,Cádiz,"DF,MF",24,483,5.4,0,0,8,0.0,0.0,0.037037037037037035,0.037037037037037035,0.09259259259259259,1.111111111111111,3.148148148148148,0.37037037037037035,1.4814814814814814,1.4814814814814814,0.37037037037037035,2.0370370370370368,0.0,50.0,66.4
Santiago Bueno,Girona,DF,23,301,33.4,0,1,38,0.0,0.029940119760479042,0.038922155688622756,0.038922155688622756,0.029940119760479042,0.2694610778443114,4.431137724550898,0.059880239520958084,0.8982035928143713,1.1377245508982037,0.9281437125748503,0.718562874251497,0.11976047904191617,23.1,86.5
Saúl Ñíguez,Atlético Madrid,"MF,DF",27,11,12.2,3,1,27,0.24590163934426232,0.0819672131147541,0.19672131147540983,0.19672131147540983,0.05737704918032787,0.4098360655737705,2.7868852459016393,0.9836065573770493,0.9836065573770493,2.2131147540983607,1.2295081967213115,1.8032786885245902,0.24590163934426232,42.9,78.5
Selim Amallah,Valladolid,"MF,FW",25,267,3.0,2,1,9,0.6666666666666666,0.3333333333333333,0.3,0.3,0.09999999999999999,1.0,3.3333333333333335,3.6666666666666665,3.6666666666666665,3.0,1.6666666666666667,3.6666666666666665,0.6666666666666666,40.0,75.9
Sergi Darder,Espanyol,MF,28,332,36.9,6,3,38,0.16260162601626016,0.08130081300813008,0.0948509485094851,0.0948509485094851,0.2032520325203252,1.978319783197832,6.314363143631437,1.8428184281842819,3.008130081300813,1.029810298102981,0.6504065040650406,4.065040650406504,0.2981029810298103,33.3,72.5
Sergi Guardiola,Valladolid,FW,31,502,5.6,0,0,7,0.0,0.0,0.17857142857142858,0.17857142857142858,0.01785714285714286,0.35714285714285715,0.5357142857142857,0.0,1.25,1.25,0.35714285714285715,1.4285714285714286,0.0,27.3,63.2
Sergi Gómez,Espanyol,DF,30,2339,26.0,0,0,16,0.0,0.0,0.03461538461538462,0.03461538461538462,0.015384615384615385,0.19230769230769232,1.6538461538461537,0.0,0.07692307692307693,0.6153846153846154,1.0384615384615385,0.4230769230769231,0.038461538461538464,44.4,85.5
Sergi Roberto,Barcelona,"DF,MF",30,1308,14.5,4,1,15,0.27586206896551724,0.06896551724137931,0.16551724137931034,0.16551724137931034,0.06206896551724138,0.6896551724137931,6.689655172413793,0.3448275862068966,3.310344827586207,1.0344827586206897,0.7586206896551724,2.0,0.20689655172413793,33.3,90.8
Sergio Akieme,Almería,DF,24,2297,25.5,1,0,16,0.0392156862745098,0.0,0.058823529411764705,0.058823529411764705,0.0784313725490196,0.8235294117647058,2.2745098039215685,1.0588235294117647,2.3529411764705883,0.6274509803921569,0.5490196078431373,1.411764705882353,0.11764705882352941,30.4,77.4
Sergio Arribas,Real Madrid,"MF,FW",20,19,0.2,0,0,0,0.0,0.0,1.0,1.0,0.0,5.0,10.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,81.8
Sergio Asenjo,Valladolid,GK,33,900,10.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,66.0
Sergio Busquets,Barcelona,MF,34,2339,26.0,0,4,26,0.0,0.15384615384615385,0.015384615384615385,0.015384615384615385,0.10769230769230768,0.9615384615384616,9.76923076923077,0.4230769230769231,1.0,1.0,1.0384615384615385,2.8461538461538463,0.23076923076923078,22.2,88.4
Sergio Camello,Rayo Vallecano,FW,21,2401,26.7,6,5,10,0.2247191011235955,0.18726591760299627,0.27340823970037453,0.27340823970037453,0.0898876404494382,1.0486891385767791,1.5730337078651686,0.6741573033707865,1.4981273408239701,0.37453183520599254,0.0749063670411985,2.3220973782771535,0.2621722846441948,25.0,78.0
Sergio Canales,Betis,"FW,MF",31,2402,26.7,4,3,14,0.149812734082397,0.11235955056179775,0.16104868913857678,0.1310861423220974,0.2097378277153558,2.0973782771535583,5.355805243445693,1.0486891385767791,3.0711610486891385,0.5243445692883896,0.5243445692883896,4.157303370786517,0.299625468164794,26.3,75.7
Sergio Escudero,Valladolid,DF,32,1439,16.0,1,0,19,0.0625,0.0,0.09375,0.09375,0.1125,1.0,2.5,0.4375,1.0625,1.1875,1.625,2.1875,0.0,25.9,71.1
Sergio Herrera,Osasuna,GK,29,153,17.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.11764705882352941,0.0,0.0,0.058823529411764705,0.4117647058823529,0.058823529411764705,0.0,63.7
Sergio León,Valladolid,FW,33,1334,14.8,6,1,4,0.4054054054054054,0.06756756756756756,0.2635135135135135,0.15540540540540537,0.08108108108108107,0.8108108108108107,1.4864864864864864,0.6756756756756757,1.4189189189189189,0.27027027027027023,0.0,1.7567567567567566,0.2027027027027027,57.7,67.0
Sergio Reguilón,Atlético Madrid,DF,25,309,3.4,0,0,5,0.0,0.0,0.05882352941176471,0.05882352941176471,0.11764705882352942,2.058823529411765,3.235294117647059,0.8823529411764706,4.705882352941177,1.4705882352941178,0.5882352941176471,3.823529411764706,0.0,33.3,79.6
Shon Weissman,Valladolid,FW,26,747,8.3,1,0,1,0.12048192771084336,0.0,0.2771084337349397,0.2771084337349397,0.024096385542168672,0.36144578313253006,0.48192771084337344,0.24096385542168672,0.8433734939759036,0.12048192771084336,0.12048192771084336,0.48192771084337344,0.0,38.9,76.9
Simo,Espanyol,DF,17,148,1.6,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,6.875,0.0,1.25,0.625,0.0,0.625,0.625,0.0,95.1
Srđan Babić,Almería,DF,26,2998,33.3,3,0,18,0.0900900900900901,0.0,0.036036036036036036,0.036036036036036036,0.009009009009009009,0.21021021021021022,1.891891891891892,0.12012012012012013,0.6306306306306307,0.5405405405405406,0.8708708708708709,0.6006006006006006,0.030030030030030033,55.6,85.4
Stefan Mitrović,Getafe,DF,32,168,18.7,0,0,6,0.0,0.0,0.005347593582887701,0.005347593582887701,0.0,0.0,0.9090909090909092,0.0,0.053475935828877004,0.32085561497326204,0.9090909090909092,0.21390374331550802,0.0,0.0,78.7
Stefan Savić,Atlético Madrid,DF,31,1943,21.6,0,0,26,0.0,0.0,0.009259259259259259,0.009259259259259259,0.0,0.046296296296296294,3.4259259259259256,0.18518518518518517,0.9259259259259258,1.2037037037037037,1.5277777777777777,0.5092592592592592,0.046296296296296294,50.0,87.7
Stole Dimitrievski,Rayo Vallecano,GK,28,3324,36.9,0,0,0,0.0,0.0,0.0,0.0,0.0,0.02710027100271003,0.0,0.0,0.0,0.0,0.02710027100271003,0.10840108401084012,0.0,0.0,61.4
Suso,Sevilla,"MF,FW",28,1065,11.8,2,4,10,0.1694915254237288,0.3389830508474576,0.09322033898305085,0.09322033898305085,0.23728813559322032,2.3728813559322033,7.288135593220338,2.11864406779661,2.2881355932203387,0.847457627118644,0.1694915254237288,5.423728813559322,0.5932203389830508,37.5,77.6
Sékou Gassama,Valladolid,FW,27,36,0.4,0,0,0,0.0,0.0,1.0,1.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,77.8
Takefusa Kubo,Real Sociedad,"FW,MF",21,2439,27.1,9,4,26,0.33210332103321033,0.14760147601476015,0.2177121771217712,0.2177121771217712,0.22140221402214022,1.4391143911439113,2.988929889298893,1.8081180811808117,4.317343173431734,0.959409594095941,0.33210332103321033,3.5424354243542435,0.4059040590405904,41.7,71.0
Tanguy Nianzou,Sevilla,DF,20,1366,15.2,1,0,15,0.06578947368421052,0.0,0.03289473684210526,0.03289473684210526,0.0,0.06578947368421052,4.342105263157895,0.6578947368421053,0.2631578947368421,0.986842105263158,1.0526315789473684,0.6578947368421053,0.0,16.7,87.6
Tete Morente,Elche,"MF,DF",25,2068,23.0,4,0,21,0.17391304347826086,0.0,0.1826086956521739,0.1826086956521739,0.04782608695652174,0.6956521739130435,2.739130434782609,1.391304347826087,2.608695652173913,0.9130434782608695,1.0869565217391304,2.3043478260869565,0.08695652173913043,30.4,72.7
